121.49305 24.870832
107.49556 28.132284
100.09688 36.593452
102.59857 45.19524
118.11889 49.939392
127.84305 50.976391
133.17926 55.077209
133.3734 65.122757
120.6111 70.555557
107.85551 73.181053
100.23964 79.049072
103.67777 88.194443
116.85825 93.379539
124.66315 94.171944
121.51106 105.78836
115.76173 112.59842
106.22371 109.85727
102.96416 100.91142
111.91701 94.309814
126.43134 88.897537
133.66388 81.315277
129.43056 70.379166
120.96388 66.851387
113.90132 60.350796
118.67082 51.858334
137.76537 49.918056
154.39876 47.793934
161.08369 39.599545
154.65416 31.397223
144.56799 24.620348
133.48749 22.048611
122.02221 21.872223
121.95285 22.265259
