96.975 65.087499
117.47941 64.274523
139.02611 63.853201
144.65263 63.837921
146.71667 74.845968
148.03958 84.666664
147.90966 96.958814
146.45208 106.097918
143.54167 118.797918
129.44093 120.385418
103.79061 119.828798
90.625 121.179168
87.472705 135.470528
84.547611 147.347838
82.6875 154.516658
72.71235 140.880548
64.695834 124.089578
62.579167 110.860418
59.668751 95.779163
65.754167 83.343747
76.449943 70.733708
85.352974 51.668654
91.147769 38.216402
93.642707 34.663886
94.59375 48.193076
94.59375 59.002081
95.916667 65.616664
